Year,Candidate,Party,State,Votes,Pct
1952,"Stevenson, Adlai",Democratic,Texas,969228,46.688497677685255
1952,"Eisenhower, Dwight",Republican,Texas,1102878,53.12652641253674
1948,Total,Total,Texas,1249577,100.0
1948,"Truman, Harry",Democratic,Texas,824235,65.96112124342878
1948,"Dewey, Thomas",Republican,Texas,303467,24.285578239676305
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Texas,113776,9.105161186545526
1948,"Wallace, Henry",Progressive,Texas,3920,0.31370615816392267
1944,Total,Total,Texas,1150331,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Texas,821605,71.4233555385363
1944,"Dewey, Thomas",Republican,Texas,191425,16.640862499576208
1940,Total,Total,Texas,1124531,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Texas,909974,80.9203125569682
1940,"Wilkie, Wendell",Republican,Texas,212692,18.91384052551686
1936,Total,Total,Texas,849736,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Texas,739952,87.08022256324317
1936,"Landon, Alf",Republican,Texas,104661,12.316884302889369
1932,Total,Total,Texas,863426,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Texas,760348,88.06174472392539
1932,"Hoover, Herbert",Republican,Texas,97959,11.345384549457625
1932,"Thomas, Norman",Socialist,Texas,4450,0.5153886957307285
1928,Total,Total,Texas,708999,100.0
1928,"Smith, Al",Democratic,Texas,341032,48.10049097389418
1928,"Hoover, Herbert",Republican,Texas,367036,51.768197134269585
1924,Total,Total,Texas,657509,100.0
1924,"Davis, John",Democratic,Texas,484605,73.7031736447714
1924,"Coolidge, Calvin",Republican,Texas,130023,19.77509053108018
1924,"LaFollette, Robert",Progressive,Texas,42881,6.521735824148415
1920,Total,Total,Texas,486641,100.0
1920,"Cox, John",Democratic,Texas,288767,59.33881444432343
1920,"Harding, Warren",Republican,Texas,114538,23.536446785207165
1920,"Debs, Eugene",Socialist,Texas,8121,1.6687866414872565
1916,Total,Total,Texas,372461,100.0
1916,"Wilson, Woodrow",Democratic,Texas,286514,76.92456391407423
1916,"Hughes, Charles",Republican,Texas,64999,17.45122308107426
1916,"Benson, Allan",Socialist,Texas,18963,5.091271300887878
1912,Total,Total,Texas,301778,100.0
1912,"Wilson, Woodrow",Democratic,Texas,219489,72.73194202360676
1912,"Taft, William",Republican,Texas,28530,9.453969474249282
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Texas,26745,8.86247506445135
1912,"Debs, Eugene",Socialist,Texas,24896,8.24977301194918
1908,Total,Total,Texas,293757,100.0
1908,"Bryan, William",Democratic,Texas,217302,73.9733861661169
1908,"Taft, William",Republican,Texas,65666,22.353850291227104
1908,"Debs, Eugene",Socialist,Texas,7870,2.6790850941424376
1904,Total,Total,Texas,234008,100.0
1904,"Parker, Alton",Democratic,Texas,167200,71.45054869918977
1904,"Roosevelt, Theodore (Teddy)",Democratic,Texas,51242,21.897541964377286
1904,"Debs, Eugene",Socialist,Texas,2791,1.1926942668626714
1900,Total,Total,Texas,423706,100.0
1900,"Bryan, William",Democratic,Texas,267432,63.11735023813682
1900,"McKinley, William",Republican,Texas,130641,30.83293604527668
1896,Total,Total,Texas,544786,100.0
1896,"Bryan, William",Democratic,Texas,370434,67.99624072571615
1896,"McKinley, William",Republican,Texas,167520,30.749688868656683
1892,Total,Total,Texas,422145,100.0
1892,"Cleveland, Grover",Democratic,Texas,239148,56.65067690011726
1892,"Harrison, Benjamin",Republican,Texas,81144,19.221831361262126
1892,"Weaver, James",Populist,Texas,99688,23.61463478188774
1888,Total,Total,Texas,357513,100.0
1888,"Cleveland, Grover",Democratic,Texas,234883,65.69914940156022
1888,"Harrison, Benjamin",Republican,Texas,88422,24.7325272088008
1884,Total,Total,Texas,325305,100.0
1884,"Cleveland, Grover",Democratic,Texas,225309,69.26084751233458
1884,"Blaine, James",Republican,Texas,93141,28.63189929450823
1880,Total,Total,Texas,241726,100.0
1880,"Hancock, Winfield",Democratic,Texas,156428,64.7129394438331
1880,"Garfield, James",Republican,Texas,57893,23.94984403829129
1880,"Weaver, James",Greenback,Texas,27405,11.33721651787561
1876,Total,Total,Texas,149555,100.0
1876,"Tilden, Samuel",Democratic,Texas,104755,70.04446524689914
1876,"Hayes, Rutherford",Republican,Texas,44800,29.955534753100867
1872,Total,Total,Texas,116594,100.0
1872,"Greeley, Horace",Liberal Republican/Democratic,Texas,66546,57.07497812923478
1872,"Grant, Ulysses",Republican,Texas,47468,40.71221503679435
1868,Total,Total,Texas,0,0
1868,"Seymour, Horatio",Democratic,Texas,0,0
1868,"Grant, Ulysses",Republican,Texas,0,0
1864,Total,Total,Texas,0,0
1864,"McClellan, George",Democratic,Texas,0,0
1864,"Lincoln, Abraham",National Union (Republican),Texas,0,0
1860,Total,Total,Texas,62986,100.0
1860,"Douglas, Stephen",(Northern) Democratic,Texas,0,0.0
1860,"Lincoln, Abraham",Republican,Texas,0,0.0
1860,"Breckinridge, John",Southern Democratic,Texas,47548,75.48979138221192
1860,"Bell, John",Constitutional Union,Texas,15438,24.51020861778808
1856,Total,Total,Texas,46808,100.0
1856,"Buchanan, James",Democratic,Texas,31169,66.58904460775936
1856,"Fremont, John",Republican,Texas,0,0.0
1856,"Fillmore, Millard","Fillmore, Millard",Texas,15639,33.410955392240645
1852,Total,Total,Texas,18547,100.0
1852,"Pierce, Franklin",Democratic,Texas,13552,73.0684207688575
1852,"Scott, Winfield",Whig,Texas,4995,26.931579231142504
1852,"Hale, John",Free Soil,Texas,0,0.0
1848,Total,Total,Texas,15177,100.0
1848,"Cass, Lewis",Democratic,Texas,10668,70.29057125914213
1848,"Taylor, Zachary",Whig,Texas,4509,29.709428740857877
1848,"Van Buren, Martin",Free Soil,Texas,0,0.0
1844,Total,Total,Texas,0,0
1844,"Polk, James",Democratic,Texas,0,0
1844,"Clay, Henry",Whig,Texas,0,0
1844,"Birney, James",Liberty,Texas,0,0
1840,Total,Total,Texas,0,0
1840,"Van Buren, Martin",Democratic,Texas,0,0
1840,"Harrison, William",Whig,Texas,0,0
1836,Total,Total,Texas,0,0
1836,"Van Buren, Martin",Democratic,Texas,0,0
1836,"Harrison, William",Whig,Texas,0,0
1836,"White, Hugh",Whig,Texas,0,0
1836,"Webster, Daniel",Whig,Texas,0,0
1832,Total,Total,Texas,0,0
1832,"Jackson, Andrew",Democratic,Texas,0,0
1832,"Clay, Henry",National Republican,Texas,0,0
1832,"Wirt, William",Anti-Masonic,Texas,0,0
1828,Total,Total,Texas,0,0
1828,"Jackson, Andrew",Democratic,Texas,0,0
1828,"Adams, John Quincy",National Republican,Texas,0,0
2016,Total,Total,Utah,1143601,100.0
2016,"Clinton, Hillary",Democratic,Utah,310676,27.166468025124146
2016,"Trump, Donald",Republican,Utah,515231,45.053388375840875
2016,"Johnson, Gary",Libertarian,Utah,39608,3.4634457297606422
2012,Total,Total,Utah,1020861,100.0
2012,"Obama, Barack",Democratic,Utah,251813,24.666727399714556
2012,"Romney, Mitt",Republican,Utah,740600,72.54660526751438
2008,Total,Total,Utah,958996,100.0
2008,"Obama, Barack",Democratic,Utah,327670,34.16802572690606
2008,"McCain, John",Republican,Utah,596030,62.15145840024359
2004,Total,Total,Utah,927844,100.0
2004,"Kerry, John",Democratic,Utah,241199,25.995641508701894
2004,"Bush, George W.",Republican,Utah,663742,71.53594785330293
2000,Total,Total,Utah,770754,100.0
2000,"Gore, Al",Democratic,Utah,203053,26.344722181136913
2000,"Bush, George W.",Republican,Utah,515096,66.83014295092858
2000,"Nader, Ralph",Green,Utah,35850,4.6512895164994275
1996,Total,Total,Utah,665629,100.0
1996,"Clinton, Bill",Democratic,Utah,221633,33.29677643251721
1996,"Dole, Bob",Republican,Utah,361911,54.371278895601
1996,"Perot, Ross",Reform,Utah,66461,9.98469117180892
1992,Total,Total,Utah,744069,100.0
1992,"Clinton, Bill",Democratic,Utah,183429,24.652149195840707
1992,"Bush, George H.W.",Republican,Utah,322632,43.36049479282163
1992,"Perot, Ross",Independent,Utah,203400,27.336174467690498
1988,Total,Total,Utah,647008,100.0
1988,"Dukakis, Michael",Democratic,Utah,207343,32.046435283644094
1988,"Bush, George H.W.",Republican,Utah,428442,66.21896483505614
1984,Total,Total,Utah,629656,100.0
1984,"Mondale, Walter",Democratic,Utah,155369,24.6752194849251
1984,"Reagan, Ronald",Republican,Utah,469105,74.50179145438145
1980,Total,Total,Utah,604222,100.0
1980,"Carter, Jimmy",Democratic,Utah,124266,20.56628192948949
1980,"Reagan, Ronald",Republican,Utah,439687,72.76911466315362
1980,"Anderson, John",Independent,Utah,30284,5.0120651018996325
1976,Total,Total,Utah,541198,100.0
1976,"Carter, Jimmy",Democratic,Utah,182110,33.649422207768694
1976,"Ford, Gerald",Republican,Utah,337908,62.43703783088629
1972,Total,Total,Utah,478476,100.0
1972,"McGovern, George",Democratic,Utah,126284,26.392964328409366
1972,"Nixon, Richard",Republican,Utah,323643,67.64038321671306
1968,Total,Total,Utah,422568,100.0
1968,"Humphrey, Hubert",Democratic,Utah,156665,37.074506351640444
1968,"Nixon, Richard",Republican,Utah,238728,56.49457602090078
1968,"Wallace, George",American Independent,Utah,26906,6.367259234016774
1964,Total,Total,Utah,400310,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Utah,219628,54.86448002797832
1964,"Goldwater, Barry",Republican,Utah,180682,45.13551997202168
1960,Total,Total,Utah,374709,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Utah,169248,45.16785025179539
1960,"Nixon, Richard",Republican,Utah,205361,54.80546237213411
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Utah,100,0.026687376070497374
1956,Total,Total,Utah,333995,100.0
1956,"Stevenson, Adlai",Democratic,Utah,118364,35.43885387505801
1956,"Eisenhower, Dwight",Republican,Utah,215631,64.56114612494198
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Utah,0,0.0
1952,Total,Total,Utah,329554,100.0
1952,"Stevenson, Adlai",Democratic,Utah,135364,41.07490729895556
1952,"Eisenhower, Dwight",Republican,Utah,194190,58.92509270104444
1948,Total,Total,Utah,276305,100.0
1948,"Truman, Harry",Democratic,Utah,149151,53.9805649553935
1948,"Dewey, Thomas",Republican,Utah,124402,45.02343424838494
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Utah,0,0.0
1948,"Wallace, Henry",Progressive,Utah,2679,0.969580716961329
1944,Total,Total,Utah,248319,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Utah,150088,60.44160938148108
1944,"Dewey, Thomas",Republican,Utah,97891,39.421469964038195
1940,Total,Total,Utah,247819,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Utah,154277,62.253903050210035
1940,"Wilkie, Wendell",Republican,Utah,93151,37.58832050811277
1936,Total,Total,Utah,216677,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Utah,150246,69.34100065996853
1936,"Landon, Alf",Republican,Utah,64555,29.793194478417185
1932,Total,Total,Utah,206578,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Utah,116750,56.516182749373115
1932,"Hoover, Herbert",Republican,Utah,84795,41.04744938957682
1932,"Thomas, Norman",Socialist,Utah,4087,1.9784294552178838
1928,Total,Total,Utah,176603,100.0
1928,"Smith, Al",Democratic,Utah,80985,45.85709189538117
1928,"Hoover, Herbert",Republican,Utah,94618,53.57666630804686
1924,Total,Total,Utah,156990,100.0
1924,"Davis, John",Democratic,Utah,47001,29.938849608255303
1924,"Coolidge, Calvin",Republican,Utah,77327,49.256003567106184
1924,"LaFollette, Robert",Progressive,Utah,32662,20.805146824638513
1920,Total,Total,Utah,145828,100.0
1920,"Cox, John",Democratic,Utah,56639,38.839591847930436
1920,"Harding, Warren",Republican,Utah,81555,55.92547384590065
1920,"Debs, Eugene",Socialist,Utah,3159,2.166250651452396
1916,Total,Total,Utah,143146,100.0
1916,"Wilson, Woodrow",Democratic,Utah,84145,58.78264149888925
1916,"Hughes, Charles",Republican,Utah,54137,37.81942911433082
1916,"Benson, Allan",Socialist,Utah,4460,3.1157000544898215
1912,Total,Total,Utah,112386,100.0
1912,"Wilson, Woodrow",Democratic,Utah,36579,32.54764828359404
1912,"Taft, William",Republican,Utah,42100,37.460181873187054
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Utah,24174,21.5097965938818
1912,"Debs, Eugene",Socialist,Utah,9023,8.028580072250993
1908,Total,Total,Utah,108613,100.0
1908,"Bryan, William",Democratic,Utah,42601,39.222744975279205
1908,"Taft, William",Republican,Utah,61028,56.18848572454495
1908,"Debs, Eugene",Socialist,Utah,4895,4.506826991244142
1904,Total,Total,Utah,101672,100.0
1904,"Parker, Alton",Democratic,Utah,33413,32.86352191360453
1904,"Roosevelt, Theodore (Teddy)",Democratic,Utah,62446,61.419073097804706
1904,"Debs, Eugene",Socialist,Utah,5767,5.672161460382406
1900,Total,Total,Utah,93189,100.0
1900,"Bryan, William",Democratic,Utah,45006,48.29539967163507
1900,"McKinley, William",Republican,Utah,47139,50.58429642983614
1896,Total,Total,Utah,78119,100.0
1896,"Bryan, William",Democratic,Utah,64607,82.70331161433198
1896,"McKinley, William",Republican,Utah,13491,17.26980632112546
1892,Total,Total,Utah,0,0
1892,"Cleveland, Grover",Democratic,Utah,0,0
1892,"Harrison, Benjamin",Republican,Utah,0,0
1892,"Weaver, James",Populist,Utah,0,0
1888,Total,Total,Utah,0,0
1888,"Cleveland, Grover",Democratic,Utah,0,0
1888,"Harrison, Benjamin",Republican,Utah,0,0
1884,Total,Total,Utah,0,0
1884,"Cleveland, Grover",Democratic,Utah,0,0
1884,"Blaine, James",Republican,Utah,0,0
1880,Total,Total,Utah,0,0
1880,"Hancock, Winfield",Democratic,Utah,0,0
1880,"Garfield, James",Republican,Utah,0,0
1880,"Weaver, James",Greenback,Utah,0,0
1876,Total,Total,Utah,0,0
1876,"Tilden, Samuel",Democratic,Utah,0,0
1876,"Hayes, Rutherford",Republican,Utah,0,0
1872,Total,Total,Utah,0,0
1872,"Greeley, Horace",Liberal Republican/Democratic,Utah,0,0
1872,"Grant, Ulysses",Republican,Utah,0,0
1868,Total,Total,Utah,0,0
1868,"Seymour, Horatio",Democratic,Utah,0,0
1868,"Grant, Ulysses",Republican,Utah,0,0
1864,Total,Total,Utah,0,0
1864,"McClellan, George",Democratic,Utah,0,0
1864,"Lincoln, Abraham",National Union (Republican),Utah,0,0
1860,Total,Total,Utah,0,0
1860,"Douglas, Stephen",(Northern) Democratic,Utah,0,0
1860,"Lincoln, Abraham",Republican,Utah,0,0
1860,"Breckinridge, John",Southern Democratic,Utah,0,0
1860,"Bell, John",Constitutional Union,Utah,0,0
1856,Total,Total,Utah,0,0
1856,"Buchanan, James",Democratic,Utah,0,0
1856,"Fremont, John",Republican,Utah,0,0
1856,"Fillmore, Millard","Fillmore, Millard",Utah,0,0
1852,Total,Total,Utah,0,0
1852,"Pierce, Franklin",Democratic,Utah,0,0
1852,"Scott, Winfield",Whig,Utah,0,0
1852,"Hale, John",Free Soil,Utah,0,0
1848,Total,Total,Utah,0,0
1848,"Cass, Lewis",Democratic,Utah,0,0
1848,"Taylor, Zachary",Whig,Utah,0,0
1848,"Van Buren, Martin",Free Soil,Utah,0,0
1844,Total,Total,Utah,0,0
1844,"Polk, James",Democratic,Utah,0,0
1844,"Clay, Henry",Whig,Utah,0,0
1844,"Birney, James",Liberty,Utah,0,0
1840,Total,Total,Utah,0,0
1840,"Van Buren, Martin",Democratic,Utah,0,0
1840,"Harrison, William",Whig,Utah,0,0
1836,Total,Total,Utah,0,0
1836,"Van Buren, Martin",Democratic,Utah,0,0
1836,"Harrison, William",Whig,Utah,0,0
1836,"White, Hugh",Whig,Utah,0,0
1836,"Webster, Daniel",Whig,Utah,0,0
1832,Total,Total,Utah,0,0
1832,"Jackson, Andrew",Democratic,Utah,0,0
1832,"Clay, Henry",National Republican,Utah,0,0
1832,"Wirt, William",Anti-Masonic,Utah,0,0
1828,Total,Total,Utah,0,0
1828,"Jackson, Andrew",Democratic,Utah,0,0
1828,"Adams, John Quincy",National Republican,Utah,0,0
2016,Total,Total,Vermont,315067,100.0
2016,"Clinton, Hillary",Democratic,Vermont,178573,56.67778599472493
2016,"Trump, Donald",Republican,Vermont,95369,30.26943475514732
2016,"Johnson, Gary",Libertarian,Vermont,10078,3.198684724201519
2012,Total,Total,Vermont,299290,100.0
2012,"Obama, Barack",Democratic,Vermont,199239,66.5705503023823
2012,"Romney, Mitt",Republican,Vermont,92698,30.97263523672692
2008,Total,Total,Vermont,325046,100.0
2008,"Obama, Barack",Democratic,Vermont,219262,67.45568319560924
2008,"McCain, John",Republican,Vermont,98974,30.449228724549755
2004,Total,Total,Vermont,312309,100.0
2004,"Kerry, John",Democratic,Vermont,184067,58.93746257712714
2004,"Bush, George W.",Republican,Vermont,121180,38.801315363950444
2000,Total,Total,Vermont,294308,100.0
2000,"Gore, Al",Democratic,Vermont,149022,50.634709216195276
2000,"Bush, George W.",Republican,Vermont,119775,40.697160797531836
2000,"Nader, Ralph",Green,Vermont,20374,6.9226796417358685
1996,Total,Total,Vermont,258449,100.0
1996,"Clinton, Bill",Democratic,Vermont,137894,53.35443356329488
1996,"Dole, Bob",Republican,Vermont,80352,31.0900796675553
1996,"Perot, Ross",Reform,Vermont,31024,12.003915666146899
1992,Total,Total,Vermont,289701,100.0
1992,"Clinton, Bill",Democratic,Vermont,133592,46.11375176475055
1992,"Bush, George H.W.",Republican,Vermont,88122,30.418258825478684
1992,"Perot, Ross",Independent,Vermont,65991,22.77900317913987
1988,Total,Total,Vermont,243333,100.0
1988,"Dukakis, Michael",Democratic,Vermont,115775,47.578832299770276
1988,"Bush, George H.W.",Republican,Vermont,124331,51.095001500002056
1984,Total,Total,Vermont,234561,100.0
1984,"Mondale, Walter",Democratic,Vermont,95730,40.8124112704158
1984,"Reagan, Ronald",Republican,Vermont,135865,57.92309889538329
1980,Total,Total,Vermont,213207,100.0
1980,"Carter, Jimmy",Democratic,Vermont,81891,38.40915166950428
1980,"Reagan, Ronald",Republican,Vermont,94598,44.36908731889666
1980,"Anderson, John",Independent,Vermont,31760,14.896321415338145
1976,Total,Total,Vermont,187855,100.0
1976,"Carter, Jimmy",Democratic,Vermont,81044,43.14178488728008
1976,"Ford, Gerald",Republican,Vermont,102085,54.34244497085518
1972,Total,Total,Vermont,186946,100.0
1972,"McGovern, George",Democratic,Vermont,68174,36.46721513164229
1972,"Nixon, Richard",Republican,Vermont,117149,62.66461972976153
1968,Total,Total,Vermont,161404,100.0
1968,"Humphrey, Hubert",Democratic,Vermont,70255,43.527421873063865
1968,"Nixon, Richard",Republican,Vermont,85142,52.75086119303115
1968,"Wallace, George",American Independent,Vermont,5104,3.162251245322297
1964,Total,Total,Vermont,163089,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Vermont,108127,66.29938254572657
1964,"Goldwater, Barry",Republican,Vermont,54942,33.68835421150415
1960,Total,Total,Vermont,167324,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Vermont,69186,41.34852143147427
1960,"Nixon, Richard",Republican,Vermont,98131,58.64729506825082
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Vermont,7,0.004183500274915732
1956,Total,Total,Vermont,152978,100.0
1956,"Stevenson, Adlai",Democratic,Vermont,42549,27.813803291976622
1956,"Eisenhower, Dwight",Republican,Vermont,110390,72.16070284616089
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Vermont,39,0.02549386186249003
1952,Total,Total,Vermont,153557,100.0
1952,"Stevenson, Adlai",Democratic,Vermont,43355,28.233815456149834
1952,"Eisenhower, Dwight",Republican,Vermont,109717,71.45034091575116
1948,Total,Total,Vermont,123382,100.0
1948,"Truman, Harry",Democratic,Vermont,45557,36.92353827948971
1948,"Dewey, Thomas",Republican,Vermont,75926,61.53733932016015
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Vermont,0,0.0
1948,"Wallace, Henry",Progressive,Vermont,1279,1.0366179831742068
1944,Total,Total,Vermont,125361,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Vermont,53820,42.932012348338
1944,"Dewey, Thomas",Republican,Vermont,71527,57.056819904116914
1940,Total,Total,Vermont,143062,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Vermont,64269,44.92387915728845
1940,"Wilkie, Wendell",Republican,Vermont,78371,54.78114383973382
1936,Total,Total,Vermont,143689,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Vermont,62124,43.23504234840524
1936,"Landon, Alf",Republican,Vermont,81023,56.387754107830105
1932,Total,Total,Vermont,136980,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Vermont,56266,41.07606949919696
1932,"Hoover, Herbert",Republican,Vermont,78984,57.660972404730614
1932,"Thomas, Norman",Socialist,Vermont,1533,1.1191414805081035
1928,Total,Total,Vermont,135191,100.0
1928,"Smith, Al",Democratic,Vermont,44440,32.872010710772166
1928,"Hoover, Herbert",Republican,Vermont,90404,66.87131539821438
1924,Total,Total,Vermont,102917,100.0
1924,"Davis, John",Democratic,Vermont,16124,15.666993791113228
1924,"Coolidge, Calvin",Republican,Vermont,80498,78.21642682938679
1924,"LaFollette, Robert",Progressive,Vermont,5964,5.794960987980605
1920,Total,Total,Vermont,89961,100.0
1920,"Cox, John",Democratic,Vermont,20919,23.253409810918065
1920,"Harding, Warren",Republican,Vermont,68212,75.82396816398217
1920,"Debs, Eugene",Socialist,Vermont,0,0.0
1916,Total,Total,Vermont,64475,100.0
1916,"Wilson, Woodrow",Democratic,Vermont,22708,35.21985265606824
1916,"Hughes, Charles",Republican,Vermont,40250,62.427297402093835
1916,"Benson, Allan",Socialist,Vermont,798,1.237689026754556
1912,Total,Total,Vermont,62842,100.0
1912,"Wilson, Woodrow",Democratic,Vermont,15354,24.432704242385665
1912,"Taft, William",Republican,Vermont,23332,37.12803539034404
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Vermont,22132,35.21848445307278
1912,"Debs, Eugene",Socialist,Vermont,928,1.476719391489768
1908,Total,Total,Vermont,52680,100.0
1908,"Bryan, William",Democratic,Vermont,11496,21.82232346241458
1908,"Taft, William",Republican,Vermont,39552,75.07972665148064
1908,"Debs, Eugene",Socialist,Vermont,0,0.0
1904,Total,Total,Vermont,51888,100.0
1904,"Parker, Alton",Democratic,Vermont,9777,18.842506938020353
1904,"Roosevelt, Theodore (Teddy)",Democratic,Vermont,40459,77.97371261177922
1904,"Debs, Eugene",Socialist,Vermont,859,1.6554887449892075
1900,Total,Total,Vermont,56212,100.0
1900,"Bryan, William",Democratic,Vermont,12849,22.8581085889134
1900,"McKinley, William",Republican,Vermont,42569,75.72938162669892
1896,Total,Total,Vermont,63847,100.0
1896,"Bryan, William",Democratic,Vermont,10640,16.66483938164675
1896,"McKinley, William",Republican,Vermont,51127,80.07737246855764
1892,Total,Total,Vermont,55796,100.0
1892,"Cleveland, Grover",Democratic,Vermont,16325,29.258369775611154
1892,"Harrison, Benjamin",Republican,Vermont,37992,68.0909025736612
1892,"Weaver, James",Populist,Vermont,44,0.07885869954835473
1888,Total,Total,Vermont,65452,100.0
1888,"Cleveland, Grover",Democratic,Vermont,16788,25.649330807309173
1888,"Harrison, Benjamin",Republican,Vermont,45192,69.0460184562733
1884,Total,Total,Vermont,59401,100.0
1884,"Cleveland, Grover",Democratic,Vermont,17331,29.176276493661724
1884,"Blaine, James",Republican,Vermont,39514,66.52076564367603
1880,Total,Total,Vermont,64594,100.0
1880,"Hancock, Winfield",Democratic,Vermont,18182,28.148125212868067
1880,"Garfield, James",Republican,Vermont,45091,69.80679320060686
1880,"Weaver, James",Greenback,Vermont,1212,1.876335263337152
1876,Total,Total,Vermont,64553,100.0
1876,"Tilden, Samuel",Democratic,Vermont,20254,31.375768748160425
1876,"Hayes, Rutherford",Republican,Vermont,44091,68.30201539819993
1872,Total,Total,Vermont,52980,100.0
1872,"Greeley, Horace",Liberal Republican/Democratic,Vermont,10926,20.622876557191393
1872,"Grant, Ulysses",Republican,Vermont,41480,78.29369573423934
1868,Total,Total,Vermont,56212,100.0
1868,"Seymour, Horatio",Democratic,Vermont,12045,21.42780900875258
1868,"Grant, Ulysses",Republican,Vermont,44167,78.57219099124742
1864,Total,Total,Vermont,55742,100.0
1864,"McClellan, George",Democratic,Vermont,13322,23.899393634961072
1864,"Lincoln, Abraham",National Union (Republican),Vermont,42420,76.10060636503893
1860,Total,Total,Vermont,44566,100.0
1860,"Douglas, Stephen",(Northern) Democratic,Vermont,8649,19.407171386258582
1860,"Lincoln, Abraham",Republican,Vermont,33808,75.86052147376924
1860,"Breckinridge, John",Southern Democratic,Vermont,1866,4.1870484225642866
1860,"Bell, John",Constitutional Union,Vermont,217,0.48691827850827984
1856,Total,Total,Vermont,50748,100.0
1856,"Buchanan, James",Democratic,Vermont,10577,20.842200677859225
1856,"Fremont, John",Republican,Vermont,39561,77.95578150863088
1856,"Fillmore, Millard","Fillmore, Millard",Vermont,545,1.0739339481358872
1852,Total,Total,Vermont,43890,100.0
1852,"Pierce, Franklin",Democratic,Vermont,13044,29.719753930280245
1852,"Scott, Winfield",Whig,Vermont,22173,50.51948051948052
1852,"Hale, John",Free Soil,Vermont,8621,19.64228753702438
1848,Total,Total,Vermont,47922,100.0
1848,"Cass, Lewis",Democratic,Vermont,10948,22.845457201285424
1848,"Taylor, Zachary",Whig,Vermont,23132,48.27010558824757
1848,"Van Buren, Martin",Free Soil,Vermont,13837,28.874003589165728
1844,Total,Total,Vermont,48829,100.0
1844,"Polk, James",Democratic,Vermont,18049,36.963689610682174
1844,"Clay, Henry",Whig,Vermont,26780,54.8444571873272
1844,"Birney, James",Liberty,Vermont,3970,8.13041430297569
1840,Total,Total,Vermont,50773,100.0
1840,"Van Buren, Martin",Democratic,Vermont,18009,35.4696393752585
1840,"Harrison, William",Whig,Vermont,32445,63.90207393693498
1836,Total,Total,Vermont,35031,100.0
1836,"Van Buren, Martin",Democratic,Vermont,14037,40.07022351631412
1836,"Harrison, William",Whig,Vermont,20994,59.92977648368588
1836,"White, Hugh",Whig,Vermont,0,0.0
1836,"Webster, Daniel",Whig,Vermont,0,0.0
1832,Total,Total,Vermont,32128,100.0
1832,"Jackson, Andrew",Democratic,Vermont,7870,24.495766932270918
1832,"Clay, Henry",National Republican,Vermont,11152,34.711155378486055
1832,"Wirt, William",Anti-Masonic,Vermont,13106,40.79307768924303
1828,Total,Total,Vermont,33713,100.0
1828,"Jackson, Andrew",Democratic,Vermont,8350,24.767893690861094
1828,"Adams, John Quincy",National Republican,Vermont,25363,75.23210630913891
2016,Total,Total,Virginia,3982752,100.0
2016,"Clinton, Hillary",Democratic,Virginia,1981473,49.7513528334177
2016,"Trump, Donald",Republican,Virginia,1769443,44.42764701392404
2016,"Johnson, Gary",Libertarian,Virginia,118274,2.9696551530198216
2012,Total,Total,Virginia,3854489,100.0
2012,"Obama, Barack",Democratic,Virginia,1971820,51.15645679621864
2012,"Romney, Mitt",Republican,Virginia,1822522,47.28310289638912
2008,Total,Total,Virginia,3723260,100.0
2008,"Obama, Barack",Democratic,Virginia,1959532,52.62946987317566
2008,"McCain, John",Republican,Virginia,1725005,46.33050069025531
2004,Total,Total,Virginia,3198367,100.0
2004,"Kerry, John",Democratic,Virginia,1454742,45.48389850195428
2004,"Bush, George W.",Republican,Virginia,1716959,53.68236353113949
2000,Total,Total,Virginia,2739447,100.0
2000,"Gore, Al",Democratic,Virginia,1217290,44.43561054475593
2000,"Bush, George W.",Republican,Virginia,1437490,52.47372918694904
2000,"Nader, Ralph",Green,Virginia,59398,2.1682478251997575
